Employee_ID,Work_Life_Balance_Rating,Access_to_Mental_Health_Resources,Productivity_Change,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Region
EMP4305,5,No,Increase,Unsatisfied,2,North America
EMP4306,1,Yes,Increase,Unsatisfied,3,North America
EMP4307,1,No,Decrease,Satisfied,1,Oceania
EMP4308,4,No,Decrease,Neutral,3,Europe
EMP4309,3,Yes,Decrease,Satisfied,4,South America
EMP4310,4,No,No Change,Unsatisfied,4,Oceania
EMP4311,1,Yes,No Change,Neutral,5,South America
EMP4312,1,Yes,No Change,Neutral,1,Africa
EMP4313,2,No,Increase,Unsatisfied,4,Europe
EMP4314,5,No,No Change,Unsatisfied,1,Oceania
EMP4315,1,No,No Change,Unsatisfied,2,North America
EMP4316,3,Yes,Increase,Neutral,4,North America
EMP4317,5,No,Increase,Satisfied,1,Asia
EMP4318,2,Yes,Increase,Unsatisfied,2,Africa
EMP4319,1,Yes,Decrease,Satisfied,1,Europe
EMP4320,5,Yes,Decrease,Unsatisfied,5,North America
EMP4321,5,Yes,Decrease,Satisfied,3,Oceania
EMP4322,4,No,Decrease,Satisfied,3,Asia
EMP4323,1,No,Decrease,Satisfied,1,North America
EMP4324,3,Yes,Increase,Satisfied,1,Europe
EMP4325,2,Yes,Increase,Satisfied,2,Asia
EMP4326,5,No,Increase,Satisfied,5,North America
EMP4327,1,No,Decrease,Neutral,2,Europe
EMP4328,4,No,Decrease,Neutral,3,North America
EMP4329,3,No,Increase,Unsatisfied,3,South America
EMP4330,5,Yes,Decrease,Neutral,3,Africa
EMP4331,5,No,Decrease,Unsatisfied,4,South America
EMP4332,3,Yes,No Change,Unsatisfied,2,Oceania
EMP4333,5,No,Decrease,Unsatisfied,3,Asia
EMP4334,4,Yes,Decrease,Satisfied,4,North America
EMP4335,1,No,Decrease,Neutral,5,Africa
EMP4336,2,Yes,Decrease,Unsatisfied,2,Europe
EMP4337,2,Yes,Increase,Satisfied,5,Oceania
EMP4338,2,No,Increase,Unsatisfied,3,South America
EMP4339,1,Yes,No Change,Neutral,2,Europe
EMP4340,1,Yes,Decrease,Neutral,2,Oceania
EMP4341,1,No,Decrease,Neutral,4,Oceania
EMP4342,4,Yes,Decrease,Unsatisfied,5,Africa
EMP4343,4,No,Decrease,Unsatisfied,1,Asia
EMP4344,1,Yes,Increase,Neutral,1,Africa
EMP4345,1,No,Increase,Unsatisfied,3,Africa
EMP4346,1,Yes,Decrease,Satisfied,3,Oceania
EMP4347,2,Yes,Decrease,Unsatisfied,2,Oceania
EMP4348,5,No,Decrease,Neutral,1,South America
EMP4349,2,Yes,Decrease,Neutral,3,Oceania
EMP4350,5,Yes,Increase,Neutral,3,South America
EMP4351,2,No,No Change,Unsatisfied,2,Asia
EMP4352,5,No,No Change,Unsatisfied,3,Asia
EMP4353,1,No,No Change,Satisfied,3,Asia
EMP4354,3,Yes,Increase,Unsatisfied,2,Asia
EMP4355,4,No,Decrease,Satisfied,4,North America
EMP4356,3,Yes,Increase,Unsatisfied,4,North America
EMP4357,3,Yes,No Change,Neutral,4,Oceania
EMP4358,4,No,Decrease,Neutral,5,Europe
EMP4359,2,Yes,No Change,Neutral,3,South America
EMP4360,3,Yes,Increase,Satisfied,3,Asia
EMP4361,4,Yes,Increase,Unsatisfied,1,Asia
EMP4362,1,Yes,Increase,Neutral,5,South America
EMP4363,4,No,No Change,Satisfied,4,Europe
EMP4364,1,No,Increase,Unsatisfied,2,Africa
EMP4365,3,No,Increase,Unsatisfied,2,North America
EMP4366,1,No,Increase,Unsatisfied,2,South America
EMP4367,3,No,No Change,Neutral,2,Africa
EMP4368,2,No,Increase,Neutral,1,Africa
EMP4369,3,Yes,Increase,Unsatisfied,5,Oceania
EMP4370,4,No,Increase,Satisfied,3,Africa
EMP4371,3,No,Decrease,Neutral,1,Asia
EMP4372,2,No,Decrease,Neutral,5,North America
EMP4373,2,Yes,No Change,Satisfied,3,South America
EMP4374,1,No,Decrease,Unsatisfied,4,Asia
EMP4375,3,No,No Change,Unsatisfied,1,Oceania
EMP4376,1,No,Increase,Satisfied,4,North America
EMP4377,1,Yes,Decrease,Unsatisfied,5,Europe
EMP4378,5,No,Decrease,Satisfied,2,South America
EMP4379,5,Yes,Decrease,Neutral,2,North America
EMP4380,5,Yes,Increase,Neutral,1,Europe
EMP4381,3,Yes,Increase,Neutral,1,Africa
EMP4382,4,No,Decrease,Unsatisfied,1,North America
EMP4383,5,No,No Change,Neutral,2,Asia
EMP4384,3,Yes,Decrease,Unsatisfied,4,North America
EMP4385,3,No,Increase,Neutral,3,Europe
EMP4386,3,Yes,Increase,Satisfied,3,Asia
EMP4387,5,No,No Change,Unsatisfied,3,Asia
EMP4388,4,Yes,No Change,Neutral,5,Europe
EMP4389,3,Yes,Increase,Neutral,3,Europe
EMP4390,4,No,Decrease,Neutral,4,North America
EMP4391,3,No,Increase,Unsatisfied,3,North America
EMP4392,1,No,Increase,Neutral,2,North America
EMP4393,5,No,No Change,Unsatisfied,2,Europe
EMP4394,4,No,Decrease,Unsatisfied,4,North America
EMP4395,5,Yes,Increase,Neutral,3,Europe
EMP4396,4,Yes,No Change,Satisfied,1,North America
EMP4397,3,Yes,Decrease,Neutral,1,Africa
EMP4398,4,Yes,No Change,Satisfied,3,North America
EMP4399,5,No,No Change,Unsatisfied,4,Oceania
EMP4400,1,Yes,Decrease,Unsatisfied,5,South America
EMP4401,4,Yes,Decrease,Satisfied,5,North America
EMP4402,4,No,Decrease,Satisfied,4,Europe
EMP4403,1,Yes,Decrease,Neutral,5,Asia
EMP4404,4,No,No Change,Neutral,3,South America
EMP4405,3,No,No Change,Unsatisfied,3,Europe
EMP4406,3,Yes,Increase,Satisfied,4,Africa
EMP4407,4,No,Decrease,Satisfied,3,Asia
EMP4408,3,No,Decrease,Unsatisfied,3,Europe
EMP4409,4,No,No Change,Neutral,3,Africa
EMP4410,1,No,Decrease,Neutral,1,Asia
EMP4411,5,Yes,Decrease,Neutral,4,Africa
EMP4412,4,No,Decrease,Satisfied,3,Oceania
EMP4413,4,Yes,No Change,Unsatisfied,2,North America
EMP4414,3,Yes,No Change,Unsatisfied,4,South America
EMP4415,5,No,Increase,Satisfied,2,North America
EMP4416,5,Yes,Decrease,Satisfied,1,Oceania
EMP4417,5,No,No Change,Satisfied,4,Europe
EMP4418,5,Yes,Increase,Neutral,3,Asia
EMP4419,3,Yes,Increase,Unsatisfied,1,Oceania
EMP4420,4,Yes,No Change,Neutral,5,North America
EMP4421,2,No,No Change,Satisfied,3,Europe
EMP4422,2,Yes,Decrease,Neutral,1,Africa
EMP4423,5,Yes,Decrease,Neutral,2,Asia
EMP4424,5,No,No Change,Satisfied,2,South America
EMP4425,2,No,No Change,Neutral,2,Asia
EMP4426,2,No,No Change,Satisfied,2,Europe
EMP4427,2,No,No Change,Unsatisfied,3,North America
EMP4428,3,Yes,Decrease,Satisfied,2,Asia
EMP4429,1,Yes,Increase,Neutral,5,North America
EMP4430,1,Yes,No Change,Unsatisfied,1,South America
EMP4431,4,No,Increase,Unsatisfied,5,South America
EMP4432,1,Yes,Decrease,Satisfied,3,North America
EMP4433,1,Yes,No Change,Satisfied,3,Asia
EMP4434,4,Yes,No Change,Satisfied,2,Oceania
EMP4435,3,No,No Change,Satisfied,4,North America
EMP4436,5,No,Increase,Satisfied,2,North America
EMP4437,1,No,Decrease,Neutral,4,South America
EMP4438,2,No,Increase,Satisfied,1,Europe
EMP4439,1,No,No Change,Satisfied,2,Africa
EMP4440,1,Yes,Decrease,Neutral,4,Oceania
EMP4441,2,No,No Change,Neutral,4,Asia
EMP4442,3,Yes,Decrease,Unsatisfied,3,South America
EMP4443,1,No,No Change,Satisfied,2,North America
EMP4444,2,Yes,Decrease,Unsatisfied,4,Oceania
EMP4445,4,Yes,Increase,Unsatisfied,4,South America
EMP4446,1,No,No Change,Neutral,1,North America
EMP4447,4,No,No Change,Unsatisfied,3,Oceania
EMP4448,4,Yes,No Change,Neutral,2,Europe
EMP4449,2,No,No Change,Neutral,1,South America
EMP4450,1,Yes,Increase,Neutral,3,North America
EMP4451,4,No,Increase,Satisfied,3,Africa
EMP4452,1,No,Increase,Unsatisfied,4,Oceania
EMP4453,4,No,No Change,Unsatisfied,5,North America
EMP4454,2,Yes,Increase,Unsatisfied,4,Asia
EMP4455,5,No,Increase,Neutral,4,Asia
EMP4456,3,No,Decrease,Unsatisfied,2,Africa
EMP4457,3,Yes,Decrease,Unsatisfied,2,Europe
EMP4458,5,Yes,Increase,Satisfied,2,Africa
EMP4459,1,No,No Change,Unsatisfied,3,Asia
EMP4460,2,No,No Change,Neutral,4,South America
EMP4461,1,Yes,Increase,Satisfied,4,Africa
EMP4462,4,Yes,Decrease,Unsatisfied,4,Europe
EMP4463,3,No,Decrease,Unsatisfied,4,South America
EMP4464,1,Yes,Increase,Unsatisfied,2,South America
EMP4465,4,No,Increase,Satisfied,3,Europe
EMP4466,1,No,Increase,Unsatisfied,1,Asia
EMP4467,4,No,Decrease,Satisfied,3,North America
EMP4468,2,No,Increase,Satisfied,1,South America
EMP4469,3,Yes,No Change,Unsatisfied,4,South America
EMP4470,5,No,No Change,Neutral,4,North America
EMP4471,4,No,Increase,Satisfied,4,Europe
EMP4472,5,Yes,Increase,Satisfied,4,Africa
EMP4473,1,No,No Change,Neutral,1,Africa
EMP4474,5,Yes,Increase,Satisfied,4,Europe
EMP4475,2,Yes,No Change,Unsatisfied,1,Oceania
EMP4476,1,No,Increase,Satisfied,4,South America
EMP4477,5,Yes,Increase,Neutral,5,Europe
EMP4478,4,Yes,Decrease,Unsatisfied,2,Africa
EMP4479,5,No,Decrease,Unsatisfied,1,Asia
EMP4480,4,Yes,No Change,Neutral,3,South America
EMP4481,3,Yes,No Change,Satisfied,3,South America
EMP4482,3,Yes,Increase,Neutral,3,Oceania
EMP4483,4,Yes,No Change,Satisfied,2,Africa
EMP4484,1,Yes,Decrease,Satisfied,5,Oceania
EMP4485,5,Yes,No Change,Unsatisfied,3,Oceania
EMP4486,2,No,Decrease,Unsatisfied,3,Europe
EMP4487,2,No,Increase,Neutral,4,Asia
EMP4488,1,Yes,Decrease,Unsatisfied,2,Oceania
EMP4489,4,No,No Change,Unsatisfied,4,North America
EMP4490,4,No,Increase,Neutral,5,South America
EMP4491,4,No,Decrease,Satisfied,1,Europe
EMP4492,1,No,Decrease,Satisfied,2,Europe
EMP4493,2,Yes,Decrease,Satisfied,1,Africa
EMP4494,3,Yes,Increase,Satisfied,2,South America
EMP4495,4,Yes,No Change,Satisfied,4,North America
EMP4496,5,No,No Change,Unsatisfied,3,Asia
EMP4497,4,Yes,Increase,Satisfied,4,Europe
EMP4498,1,No,No Change,Neutral,4,Africa
EMP4499,2,Yes,Decrease,Neutral,4,North America
EMP4500,1,Yes,No Change,Unsatisfied,1,Oceania
EMP4501,5,Yes,No Change,Satisfied,3,Asia
EMP4502,2,No,Increase,Neutral,5,Africa
EMP4503,2,No,Decrease,Unsatisfied,2,Asia
EMP4504,1,No,No Change,Unsatisfied,1,Europe
EMP4505,1,No,No Change,Unsatisfied,4,Africa
EMP4506,4,Yes,Decrease,Neutral,4,Africa
EMP4507,1,No,No Change,Neutral,3,Oceania
EMP4508,2,No,No Change,Satisfied,2,Oceania
EMP4509,3,No,Decrease,Unsatisfied,4,South America
EMP4510,3,No,Decrease,Neutral,1,South America
EMP4511,4,No,Increase,Satisfied,3,Asia
EMP4512,4,Yes,Decrease,Neutral,2,South America
EMP4513,4,Yes,Decrease,Unsatisfied,3,Europe
EMP4514,3,Yes,No Change,Unsatisfied,2,Asia
EMP4515,1,Yes,Decrease,Neutral,1,Europe
EMP4516,5,No,No Change,Satisfied,1,South America
EMP4517,5,No,No Change,Neutral,4,Oceania
EMP4518,3,No,Increase,Neutral,1,South America
EMP4519,1,Yes,Decrease,Neutral,4,Africa
EMP4520,5,No,Decrease,Satisfied,3,South America
EMP4521,2,Yes,No Change,Neutral,5,Europe
EMP4522,4,No,No Change,Satisfied,5,North America
EMP4523,4,No,No Change,Neutral,1,South America
EMP4524,2,No,Increase,Neutral,4,Asia
EMP4525,1,Yes,Increase,Neutral,3,Africa
EMP4526,1,Yes,No Change,Unsatisfied,4,Asia
EMP4527,5,No,No Change,Satisfied,4,North America
EMP4528,2,No,No Change,Neutral,5,Europe
EMP4529,5,Yes,Decrease,Satisfied,5,North America
EMP4530,1,Yes,No Change,Unsatisfied,4,Africa
EMP4531,4,No,Decrease,Neutral,5,Oceania
EMP4532,2,Yes,Decrease,Satisfied,3,South America
EMP4533,1,No,Decrease,Unsatisfied,5,Asia
EMP4534,4,No,Increase,Satisfied,4,Asia
EMP4535,3,Yes,Decrease,Neutral,4,South America
EMP4536,2,Yes,No Change,Neutral,2,North America
EMP4537,1,No,Decrease,Unsatisfied,1,Asia
EMP4538,1,No,No Change,Neutral,4,South America
EMP4539,2,No,Decrease,Neutral,4,South America
EMP4540,2,No,Increase,Unsatisfied,1,Africa
EMP4541,3,Yes,Increase,Unsatisfied,3,North America
EMP4542,4,Yes,No Change,Neutral,2,Africa
EMP4543,2,No,Increase,Unsatisfied,2,Oceania
EMP4544,5,Yes,Increase,Neutral,5,Asia
EMP4545,5,Yes,No Change,Satisfied,4,Oceania
EMP4546,2,No,No Change,Unsatisfied,4,Oceania
EMP4547,4,Yes,Decrease,Neutral,5,Oceania
EMP4548,4,No,Increase,Satisfied,5,Europe
EMP4549,3,Yes,Decrease,Unsatisfied,4,Oceania
EMP4550,4,No,Increase,Neutral,4,Oceania
EMP4551,1,No,Decrease,Neutral,3,Oceania
EMP4552,3,Yes,No Change,Unsatisfied,4,North America
EMP4553,3,No,Increase,Unsatisfied,4,South America
EMP4554,2,Yes,Decrease,Satisfied,5,South America
EMP4555,5,No,Increase,Neutral,2,Europe
EMP4556,3,Yes,Decrease,Unsatisfied,3,Europe
EMP4557,1,No,Decrease,Neutral,1,Oceania
EMP4558,4,No,Increase,Satisfied,1,Oceania
EMP4559,5,No,Increase,Satisfied,1,North America
EMP4560,3,Yes,Increase,Unsatisfied,3,Asia
EMP4561,2,Yes,No Change,Neutral,4,North America
EMP4562,3,Yes,Increase,Satisfied,1,Europe
EMP4563,5,No,Decrease,Satisfied,4,Africa
EMP4564,5,Yes,Decrease,Neutral,1,Europe
EMP4565,2,No,Decrease,Neutral,1,Africa
EMP4566,1,No,Increase,Satisfied,3,Europe
EMP4567,5,No,Decrease,Satisfied,2,Asia
EMP4568,1,No,Increase,Unsatisfied,5,Oceania
EMP4569,4,No,Increase,Unsatisfied,2,Africa
EMP4570,5,No,Increase,Unsatisfied,5,Europe
EMP4571,2,No,Decrease,Neutral,2,Africa
EMP4572,2,Yes,No Change,Satisfied,3,Europe
EMP4573,1,Yes,Increase,Unsatisfied,4,Europe
EMP4574,5,Yes,Increase,Satisfied,5,Oceania
EMP4575,3,No,Decrease,Unsatisfied,1,South America
EMP4576,3,Yes,No Change,Satisfied,3,Oceania
EMP4577,1,No,Increase,Satisfied,1,North America
EMP4578,5,No,Decrease,Neutral,4,South America
EMP4579,2,No,Decrease,Satisfied,3,Europe
EMP4580,2,No,Increase,Unsatisfied,2,Oceania
EMP4581,2,Yes,Decrease,Unsatisfied,4,North America
EMP4582,1,Yes,No Change,Satisfied,5,North America
EMP4583,1,No,Increase,Satisfied,2,Asia
EMP4584,4,Yes,Decrease,Neutral,4,Africa
EMP4585,5,No,No Change,Unsatisfied,3,South America
EMP4586,1,Yes,Decrease,Satisfied,4,Europe
EMP4587,3,Yes,Decrease,Neutral,5,Oceania
EMP4588,3,Yes,No Change,Neutral,1,South America
EMP4589,4,No,Increase,Unsatisfied,4,Oceania
EMP4590,4,No,Decrease,Satisfied,1,South America
EMP4591,4,Yes,Decrease,Unsatisfied,5,Oceania
EMP4592,5,Yes,Decrease,Satisfied,3,Europe
EMP4593,1,No,Decrease,Neutral,1,Asia
EMP4594,3,No,Decrease,Unsatisfied,3,Asia
EMP4595,3,No,No Change,Satisfied,1,Oceania
EMP4596,3,Yes,Decrease,Unsatisfied,1,South America
EMP4597,1,Yes,Increase,Satisfied,4,North America
EMP4598,5,No,Increase,Neutral,2,Europe
EMP4599,1,Yes,Increase,Unsatisfied,5,Asia
EMP4600,2,Yes,Decrease,Satisfied,2,South America
EMP4601,5,No,Decrease,Satisfied,3,North America
EMP4602,1,Yes,Decrease,Unsatisfied,4,North America
EMP4603,5,Yes,Increase,Satisfied,2,Africa
EMP4604,2,No,No Change,Neutral,5,South America
EMP4605,4,Yes,No Change,Satisfied,2,North America
EMP4606,1,Yes,Decrease,Satisfied,4,Oceania
EMP4607,5,No,Increase,Neutral,3,Asia
EMP4608,4,No,Decrease,Unsatisfied,4,Asia
EMP4609,5,No,Increase,Unsatisfied,4,Asia
EMP4610,4,Yes,No Change,Unsatisfied,1,North America
EMP4611,3,No,Decrease,Unsatisfied,3,North America
EMP4612,1,Yes,Decrease,Unsatisfied,4,South America
EMP4613,5,Yes,No Change,Unsatisfied,1,Asia
EMP4614,2,No,No Change,Satisfied,2,Europe
EMP4615,4,No,Increase,Neutral,3,South America
EMP4616,3,Yes,Decrease,Neutral,4,Oceania
EMP4617,1,No,Increase,Satisfied,1,Africa
EMP4618,4,Yes,Decrease,Unsatisfied,2,Asia
EMP4619,5,Yes,Increase,Unsatisfied,2,Asia
EMP4620,4,Yes,Decrease,Satisfied,5,Asia
EMP4621,3,No,No Change,Satisfied,3,Africa
EMP4622,1,Yes,Increase,Neutral,1,Africa
EMP4623,2,Yes,Decrease,Neutral,2,Asia
EMP4624,4,No,Increase,Neutral,5,South America
EMP4625,2,No,Decrease,Unsatisfied,1,North America
EMP4626,2,No,Increase,Neutral,4,South America
EMP4627,5,No,No Change,Satisfied,1,Oceania
EMP4628,2,No,Increase,Neutral,1,South America
EMP4629,4,Yes,Increase,Neutral,1,North America
EMP4630,4,Yes,Increase,Unsatisfied,4,Oceania
EMP4631,2,No,Increase,Unsatisfied,2,Europe
EMP4632,1,Yes,Increase,Satisfied,5,South America
EMP4633,5,Yes,Increase,Unsatisfied,4,South America
EMP4634,4,Yes,No Change,Unsatisfied,2,Oceania
EMP4635,5,Yes,Decrease,Unsatisfied,2,Asia
EMP4636,3,No,Increase,Neutral,2,North America
EMP4637,4,No,Increase,Neutral,5,Asia
EMP4638,4,Yes,No Change,Neutral,2,North America
EMP4639,5,Yes,Increase,Neutral,2,Oceania
EMP4640,4,Yes,Decrease,Satisfied,5,Europe
EMP4641,1,No,Increase,Neutral,5,South America
EMP4642,1,No,Increase,Satisfied,3,Europe
EMP4643,3,Yes,Increase,Unsatisfied,4,North America
EMP4644,5,Yes,No Change,Unsatisfied,1,Asia
EMP4645,3,Yes,No Change,Neutral,2,North America
EMP4646,4,Yes,Decrease,Neutral,1,North America
EMP4647,1,Yes,No Change,Satisfied,4,Africa
EMP4648,4,No,No Change,Neutral,3,South America
EMP4649,1,Yes,No Change,Unsatisfied,4,Africa
EMP4650,1,Yes,Increase,Neutral,4,South America
EMP4651,3,Yes,Decrease,Unsatisfied,1,Asia
EMP4652,1,No,No Change,Neutral,5,Africa
EMP4653,4,Yes,No Change,Satisfied,1,Oceania
EMP4654,2,Yes,No Change,Neutral,2,Oceania
EMP4655,2,Yes,No Change,Satisfied,5,Europe
EMP4656,4,Yes,Increase,Unsatisfied,2,South America
EMP4657,2,No,Increase,Unsatisfied,2,Asia
EMP4658,4,No,No Change,Neutral,1,Africa
EMP4659,1,No,No Change,Unsatisfied,3,Europe
EMP4660,4,Yes,Increase,Satisfied,5,North America
EMP4661,1,No,Decrease,Satisfied,4,Asia
EMP4662,5,Yes,Increase,Neutral,3,North America
EMP4663,5,Yes,Increase,Satisfied,1,Europe
EMP4664,5,No,Decrease,Neutral,5,Europe
EMP4665,5,Yes,No Change,Unsatisfied,5,South America
EMP4666,2,Yes,Decrease,Neutral,4,Africa
EMP4667,5,Yes,No Change,Unsatisfied,2,South America
EMP4668,4,No,Increase,Satisfied,1,Asia
EMP4669,3,No,No Change,Satisfied,3,South America
EMP4670,4,No,Increase,Neutral,2,South America
EMP4671,5,No,Increase,Unsatisfied,4,Africa
EMP4672,1,Yes,No Change,Unsatisfied,1,North America
EMP4673,1,No,Increase,Neutral,1,Europe
EMP4674,4,No,No Change,Unsatisfied,2,South America
EMP4675,2,No,Increase,Unsatisfied,3,Asia
EMP4676,2,Yes,No Change,Neutral,1,Africa
EMP4677,1,Yes,No Change,Unsatisfied,1,Africa
EMP4678,4,No,Increase,Satisfied,3,Asia
EMP4679,4,No,Decrease,Unsatisfied,1,Africa
EMP4680,3,Yes,No Change,Neutral,1,Oceania
EMP4681,4,Yes,No Change,Unsatisfied,4,Europe
EMP4682,2,Yes,No Change,Unsatisfied,5,Africa
EMP4683,4,Yes,Decrease,Satisfied,4,Europe
EMP4684,5,No,Increase,Neutral,3,Africa
EMP4685,3,No,No Change,Unsatisfied,4,South America
EMP4686,1,No,No Change,Satisfied,3,North America
EMP4687,5,No,No Change,Satisfied,1,Africa
EMP4688,3,No,Increase,Unsatisfied,4,Africa
EMP4689,3,Yes,Increase,Unsatisfied,4,Oceania
EMP4690,5,No,No Change,Satisfied,5,Africa
EMP4691,2,Yes,Decrease,Neutral,5,Oceania
EMP4692,4,No,No Change,Neutral,4,South America
EMP4693,5,Yes,Increase,Unsatisfied,4,Africa
EMP4694,3,No,Decrease,Unsatisfied,4,North America
EMP4695,2,No,Increase,Satisfied,1,Oceania
EMP4696,5,No,No Change,Neutral,1,Asia
EMP4697,3,Yes,Increase,Neutral,5,Asia
EMP4698,4,No,No Change,Unsatisfied,4,Africa
EMP4699,2,No,No Change,Neutral,2,Asia
EMP4700,3,No,No Change,Unsatisfied,1,Europe
EMP4701,5,No,No Change,Neutral,3,South America
EMP4702,1,Yes,No Change,Satisfied,2,North America
EMP4703,4,No,No Change,Unsatisfied,1,Asia
EMP4704,4,Yes,Decrease,Neutral,1,Africa
EMP4705,1,Yes,No Change,Neutral,4,Africa
EMP4706,5,Yes,No Change,Unsatisfied,3,Europe
EMP4707,1,Yes,Decrease,Satisfied,2,South America
EMP4708,5,Yes,Decrease,Satisfied,4,Africa
EMP4709,4,Yes,No Change,Satisfied,1,Europe
EMP4710,1,No,No Change,Satisfied,4,Africa
EMP4711,5,Yes,Decrease,Satisfied,3,Europe
EMP4712,2,No,No Change,Satisfied,2,Asia
EMP4713,3,Yes,Increase,Neutral,4,South America
EMP4714,1,No,Increase,Unsatisfied,5,Africa
EMP4715,4,Yes,Decrease,Neutral,1,Europe
EMP4716,1,Yes,Increase,Satisfied,1,Oceania
EMP4717,1,No,Decrease,Satisfied,5,Asia
EMP4718,1,Yes,Increase,Satisfied,1,Asia
EMP4719,5,No,Increase,Neutral,2,Asia
EMP4720,3,No,Increase,Satisfied,5,Europe
EMP4721,3,No,Decrease,Neutral,3,Africa
EMP4722,4,Yes,Increase,Neutral,4,North America
EMP4723,3,Yes,Decrease,Satisfied,5,Oceania
EMP4724,5,No,No Change,Unsatisfied,5,Europe
EMP4725,2,No,Increase,Unsatisfied,5,South America
EMP4726,4,Yes,Decrease,Satisfied,3,Oceania
EMP4727,3,No,Decrease,Neutral,5,Africa
EMP4728,2,Yes,No Change,Neutral,3,Asia
EMP4729,3,Yes,No Change,Neutral,2,Europe
EMP4730,1,Yes,No Change,Satisfied,3,South America
EMP4731,1,Yes,Increase,Unsatisfied,2,Europe
EMP4732,1,Yes,Increase,Satisfied,1,South America
EMP4733,5,Yes,Decrease,Satisfied,2,Oceania
EMP4734,3,No,No Change,Unsatisfied,4,South America
EMP4735,1,Yes,No Change,Satisfied,5,Oceania
EMP4736,3,Yes,Increase,Neutral,5,South America
EMP4737,2,Yes,Decrease,Neutral,5,Africa
EMP4738,4,No,Increase,Satisfied,4,Asia
EMP4739,1,Yes,Decrease,Satisfied,3,Africa
EMP4740,4,No,Decrease,Satisfied,3,Oceania
EMP4741,5,Yes,Decrease,Satisfied,2,Oceania
EMP4742,2,No,Decrease,Unsatisfied,2,Africa
EMP4743,4,No,Increase,Satisfied,5,Oceania
EMP4744,5,Yes,Decrease,Neutral,1,Asia
EMP4745,1,Yes,Increase,Neutral,3,Oceania
EMP4746,1,No,Increase,Unsatisfied,4,Europe
EMP4747,4,No,Decrease,Neutral,2,Asia
EMP4748,4,Yes,No Change,Neutral,3,Asia
EMP4749,2,Yes,Increase,Unsatisfied,5,Europe
EMP4750,3,Yes,Decrease,Satisfied,3,North America
EMP4751,1,No,No Change,Unsatisfied,3,North America
EMP4752,4,No,Decrease,Unsatisfied,1,North America
EMP4753,3,No,Increase,Neutral,4,South America
EMP4754,1,Yes,Increase,Satisfied,5,Europe
EMP4755,1,Yes,Decrease,Satisfied,5,Oceania
EMP4756,2,Yes,Increase,Neutral,1,Oceania
EMP4757,2,No,Decrease,Neutral,5,North America
EMP4758,2,Yes,No Change,Neutral,1,Oceania
EMP4759,4,Yes,Decrease,Unsatisfied,5,South America
EMP4760,2,Yes,No Change,Satisfied,2,North America
EMP4761,2,Yes,Increase,Satisfied,5,Europe
EMP4762,2,Yes,No Change,Unsatisfied,3,North America
EMP4763,4,Yes,No Change,Unsatisfied,2,Africa
EMP4764,1,Yes,Increase,Satisfied,5,Oceania
EMP4765,3,No,No Change,Satisfied,5,Africa
EMP4766,3,No,Increase,Neutral,1,Asia
EMP4767,1,Yes,Decrease,Neutral,1,Oceania
EMP4768,4,Yes,No Change,Neutral,2,Europe
EMP4769,5,Yes,Decrease,Neutral,2,North America
EMP4770,1,No,Increase,Neutral,4,North America
EMP4771,3,No,Increase,Neutral,3,Africa
EMP4772,3,No,Increase,Neutral,3,Asia
EMP4773,1,No,Increase,Satisfied,1,North America
EMP4774,5,Yes,No Change,Unsatisfied,3,North America
EMP4775,2,No,Decrease,Neutral,5,North America
EMP4776,1,No,Decrease,Satisfied,2,Europe
EMP4777,3,No,Increase,Satisfied,5,Oceania
EMP4778,1,No,Increase,Unsatisfied,4,Europe
EMP4779,5,Yes,No Change,Neutral,4,Asia
EMP4780,1,No,Increase,Satisfied,1,Africa
EMP4781,3,Yes,Increase,Unsatisfied,3,Europe
EMP4782,2,No,Increase,Neutral,3,Africa
EMP4783,2,Yes,Decrease,Neutral,3,Asia
EMP4784,2,No,Decrease,Neutral,5,Europe
EMP4785,2,Yes,Increase,Neutral,1,Europe
EMP4786,2,No,No Change,Unsatisfied,2,North America
EMP4787,2,No,Increase,Unsatisfied,1,Europe
EMP4788,1,Yes,Increase,Satisfied,4,Europe
EMP4789,4,No,Decrease,Neutral,3,Asia
EMP4790,1,Yes,No Change,Neutral,3,Europe
EMP4791,1,Yes,No Change,Neutral,5,North America
EMP4792,3,No,No Change,Neutral,4,Africa
EMP4793,3,No,Decrease,Unsatisfied,1,Asia
EMP4794,3,Yes,No Change,Unsatisfied,5,Europe
EMP4795,5,Yes,Increase,Satisfied,1,Oceania
EMP4796,1,No,Increase,Satisfied,4,South America
EMP4797,4,No,Decrease,Neutral,3,Asia
EMP4798,3,No,Increase,Neutral,3,North America
EMP4799,1,No,No Change,Unsatisfied,1,South America
EMP4800,5,No,No Change,Unsatisfied,1,Oceania
