Employee_ID,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings
EMP4327,Sales,Manufacturing,33,Remote,55,0
EMP4328,Project Manager,Education,4,Hybrid,20,11
EMP4329,Project Manager,Retail,4,Onsite,37,8
EMP4330,Marketing,Manufacturing,18,Onsite,54,11
EMP4331,Project Manager,Healthcare,35,Hybrid,38,9
EMP4332,Marketing,Finance,3,Remote,48,6
EMP4333,Marketing,Manufacturing,34,Remote,43,9
EMP4334,Project Manager,Education,13,Hybrid,29,0
EMP4335,Sales,Retail,2,Hybrid,40,9
EMP4336,Data Scientist,Healthcare,19,Remote,33,1
EMP4337,Data Scientist,Retail,21,Onsite,53,15
EMP4338,Sales,Manufacturing,26,Hybrid,54,15
EMP4339,Marketing,Manufacturing,1,Remote,44,0
EMP4340,Project Manager,Finance,27,Remote,41,4
EMP4341,Marketing,Finance,33,Remote,25,12
EMP4342,Project Manager,Retail,7,Remote,21,15
EMP4343,Designer,Education,17,Remote,53,11
EMP4344,Sales,IT,2,Onsite,41,0
EMP4345,Sales,Finance,12,Remote,41,0
EMP4346,HR,Manufacturing,21,Onsite,42,15
EMP4347,Project Manager,Education,1,Onsite,23,14
EMP4348,Sales,Manufacturing,20,Remote,41,8
EMP4349,Data Scientist,Healthcare,9,Remote,52,0
EMP4350,Data Scientist,Retail,11,Onsite,26,9
EMP4351,Sales,Manufacturing,18,Remote,20,5
EMP4352,Marketing,IT,12,Onsite,21,0
EMP4353,Designer,Manufacturing,29,Onsite,24,5
EMP4354,Designer,Healthcare,33,Remote,58,4
EMP4355,Project Manager,Finance,15,Hybrid,29,12
EMP4356,Software Engineer,Education,14,Onsite,55,0
EMP4357,Data Scientist,Healthcare,30,Remote,32,7
EMP4358,Project Manager,Finance,28,Remote,29,3
EMP4359,Sales,Healthcare,27,Remote,58,4
EMP4360,Software Engineer,Consulting,19,Onsite,23,10
EMP4361,Project Manager,Education,30,Onsite,20,2
EMP4362,Marketing,Retail,26,Hybrid,50,11
EMP4363,Designer,Education,28,Onsite,29,7
EMP4364,Sales,Retail,16,Onsite,60,1
EMP4365,Software Engineer,Manufacturing,21,Hybrid,41,3
EMP4366,Marketing,IT,3,Hybrid,28,13
EMP4367,Sales,IT,3,Remote,53,0
EMP4368,Software Engineer,IT,3,Remote,56,13
EMP4369,Marketing,Manufacturing,25,Remote,55,1
EMP4370,Project Manager,Manufacturing,34,Onsite,33,5
EMP4371,Designer,Healthcare,16,Hybrid,47,7
EMP4372,Designer,Education,11,Onsite,33,1
EMP4373,Marketing,Manufacturing,34,Hybrid,44,3
EMP4374,HR,IT,4,Remote,56,13
EMP4375,Designer,Finance,7,Remote,59,6
EMP4376,Data Scientist,Retail,27,Remote,39,2
EMP4377,Project Manager,Finance,25,Onsite,37,6
EMP4378,Software Engineer,IT,30,Remote,60,3
EMP4379,HR,Consulting,21,Remote,51,6
EMP4380,Marketing,Healthcare,19,Onsite,26,11
EMP4381,Marketing,Healthcare,19,Remote,46,2
EMP4382,HR,Finance,33,Remote,33,10
EMP4383,Project Manager,Retail,26,Onsite,23,8
EMP4384,Project Manager,Retail,3,Remote,21,6
EMP4385,Software Engineer,Finance,22,Onsite,39,1
EMP4386,Data Scientist,Education,12,Remote,26,11
EMP4387,Marketing,Consulting,4,Remote,58,3
EMP4388,Project Manager,Finance,1,Hybrid,48,11
EMP4389,Data Scientist,Manufacturing,26,Onsite,33,6
EMP4390,HR,Healthcare,35,Onsite,25,12
EMP4391,Sales,Manufacturing,2,Onsite,48,13
EMP4392,HR,Retail,18,Hybrid,53,3
EMP4393,Project Manager,Education,22,Onsite,60,3
EMP4394,Software Engineer,Finance,30,Remote,50,8
EMP4395,Data Scientist,Healthcare,23,Hybrid,21,11
EMP4396,HR,IT,29,Remote,43,9
EMP4397,Sales,Finance,1,Remote,31,8
EMP4398,HR,IT,33,Onsite,58,5
EMP4399,Designer,IT,32,Hybrid,21,8
EMP4400,Software Engineer,Finance,31,Onsite,60,7
EMP4401,Designer,Healthcare,14,Onsite,30,15
EMP4402,Project Manager,Education,19,Remote,30,4
EMP4403,HR,Finance,28,Remote,49,12
EMP4404,Project Manager,Consulting,29,Hybrid,33,12
EMP4405,Data Scientist,IT,5,Remote,56,5
EMP4406,Project Manager,Education,15,Remote,46,14
EMP4407,Designer,Finance,13,Remote,28,6
EMP4408,Designer,Retail,9,Onsite,25,7
EMP4409,Project Manager,Education,26,Remote,57,11
EMP4410,Project Manager,Healthcare,27,Onsite,52,2
EMP4411,Software Engineer,Finance,26,Remote,34,15
EMP4412,HR,Consulting,6,Onsite,56,9
EMP4413,Project Manager,Finance,3,Remote,25,11
EMP4414,Designer,Education,29,Onsite,43,1
EMP4415,Data Scientist,Healthcare,10,Hybrid,30,4
EMP4416,Project Manager,Finance,26,Onsite,40,4
EMP4417,Software Engineer,Retail,20,Onsite,20,10
EMP4418,Software Engineer,IT,13,Onsite,50,15
EMP4419,Software Engineer,Education,25,Hybrid,57,2
EMP4420,Designer,Healthcare,4,Remote,48,10
EMP4421,Software Engineer,Healthcare,35,Remote,28,10
EMP4422,Data Scientist,Healthcare,11,Remote,29,12
EMP4423,Sales,Manufacturing,1,Hybrid,47,2
EMP4424,Marketing,Retail,21,Hybrid,45,5
EMP4425,Software Engineer,IT,26,Hybrid,26,9
EMP4426,Software Engineer,Manufacturing,2,Remote,30,4
EMP4427,Marketing,Consulting,29,Hybrid,51,7
EMP4428,Data Scientist,Manufacturing,6,Onsite,43,8
EMP4429,Marketing,Finance,11,Onsite,28,4
EMP4430,Project Manager,Finance,31,Hybrid,51,7
EMP4431,Designer,Healthcare,33,Remote,44,11
EMP4432,Project Manager,Manufacturing,10,Hybrid,27,0
EMP4433,Sales,Healthcare,26,Hybrid,56,12
EMP4434,Data Scientist,Manufacturing,31,Remote,56,4
EMP4435,Marketing,Finance,23,Onsite,40,6
EMP4436,Software Engineer,IT,30,Remote,22,6
EMP4437,Marketing,IT,21,Onsite,22,14
EMP4438,Sales,IT,22,Onsite,60,8
EMP4439,Software Engineer,Healthcare,24,Remote,45,1
EMP4440,Project Manager,Manufacturing,1,Onsite,45,5
EMP4441,Designer,Manufacturing,34,Onsite,37,15
EMP4442,Software Engineer,IT,2,Hybrid,56,9
EMP4443,Project Manager,Education,26,Onsite,26,15
EMP4444,Data Scientist,Healthcare,18,Remote,53,4
EMP4445,Project Manager,Consulting,5,Remote,23,0
EMP4446,HR,Retail,20,Onsite,47,10
EMP4447,Data Scientist,Manufacturing,19,Remote,20,6
EMP4448,Marketing,Healthcare,31,Remote,38,9
EMP4449,Data Scientist,Healthcare,24,Remote,29,1
EMP4450,Marketing,Consulting,3,Remote,39,1
EMP4451,Marketing,Consulting,1,Onsite,49,7
EMP4452,Sales,Healthcare,24,Remote,20,1
EMP4453,Software Engineer,IT,13,Remote,60,14
EMP4454,HR,Finance,29,Onsite,37,8
EMP4455,Designer,Manufacturing,28,Remote,47,6
EMP4456,Project Manager,Retail,7,Remote,38,10
EMP4457,Software Engineer,IT,27,Onsite,54,0
EMP4458,Sales,Consulting,34,Onsite,37,9
EMP4459,Data Scientist,Healthcare,6,Remote,37,4
EMP4460,Sales,Healthcare,12,Hybrid,29,9
EMP4461,Sales,IT,9,Onsite,29,8
EMP4462,Software Engineer,Finance,22,Hybrid,58,10
EMP4463,Marketing,Finance,18,Remote,20,2
EMP4464,Data Scientist,Consulting,22,Onsite,56,2
EMP4465,Software Engineer,Healthcare,3,Hybrid,59,7
EMP4466,Project Manager,IT,3,Onsite,55,4
EMP4467,HR,Consulting,33,Hybrid,43,5
EMP4468,Marketing,Healthcare,16,Onsite,30,12
EMP4469,Project Manager,IT,18,Onsite,32,10
EMP4470,Designer,Retail,13,Onsite,39,8
EMP4471,Software Engineer,Consulting,13,Onsite,37,7
EMP4472,Software Engineer,Manufacturing,23,Onsite,28,4
EMP4473,Designer,Consulting,7,Hybrid,29,2
EMP4474,HR,Manufacturing,4,Onsite,25,8
EMP4475,Marketing,Retail,32,Hybrid,34,12
EMP4476,Software Engineer,IT,28,Onsite,54,12
EMP4477,HR,Retail,2,Hybrid,54,14
EMP4478,Software Engineer,Retail,3,Remote,42,10
EMP4479,Marketing,Finance,30,Remote,54,14
EMP4480,Data Scientist,Retail,30,Hybrid,60,3
EMP4481,Designer,Finance,20,Onsite,44,6
EMP4482,Project Manager,Education,23,Onsite,31,4
EMP4483,Designer,Healthcare,6,Remote,27,7
EMP4484,Sales,Finance,13,Onsite,21,3
EMP4485,Data Scientist,Healthcare,1,Hybrid,39,6
EMP4486,Project Manager,Education,35,Onsite,25,13
EMP4487,HR,Education,9,Hybrid,51,8
EMP4488,Designer,Retail,10,Remote,48,12
EMP4489,Sales,Education,16,Hybrid,26,9
EMP4490,Data Scientist,Retail,9,Remote,49,6
EMP4491,Sales,Consulting,5,Remote,22,2
EMP4492,HR,Consulting,14,Hybrid,36,3
EMP4493,Software Engineer,Finance,9,Onsite,42,9
EMP4494,Designer,Manufacturing,5,Remote,38,2
EMP4495,Marketing,Education,35,Hybrid,54,3
EMP4496,Sales,IT,34,Remote,31,14
EMP4497,Marketing,IT,16,Hybrid,44,12
EMP4498,Marketing,IT,13,Hybrid,43,6
EMP4499,Designer,Finance,19,Remote,47,4
EMP4500,Designer,Manufacturing,2,Onsite,28,2
EMP4501,Software Engineer,Retail,18,Hybrid,33,13
EMP4502,Software Engineer,Finance,31,Onsite,58,0
EMP4503,Designer,Healthcare,5,Hybrid,57,0
EMP4504,HR,Finance,18,Remote,45,14
EMP4505,Marketing,Manufacturing,30,Remote,32,12
EMP4506,Software Engineer,Finance,19,Hybrid,22,12
EMP4507,Designer,Manufacturing,15,Remote,50,9
EMP4508,HR,Finance,10,Remote,21,15
EMP4509,Sales,Healthcare,6,Remote,60,8
EMP4510,Data Scientist,Retail,20,Hybrid,34,5
EMP4511,Marketing,Healthcare,35,Hybrid,27,5
EMP4512,HR,IT,23,Onsite,25,10
EMP4513,Project Manager,IT,8,Hybrid,22,13
EMP4514,Data Scientist,Retail,12,Remote,42,14
EMP4515,Data Scientist,Manufacturing,9,Hybrid,24,9
EMP4516,Project Manager,Education,15,Onsite,47,4
EMP4517,Project Manager,Finance,23,Onsite,20,6
EMP4518,Sales,Finance,15,Hybrid,52,5
EMP4519,Sales,Manufacturing,17,Onsite,49,9
EMP4520,Sales,Healthcare,1,Hybrid,56,14
EMP4521,HR,Healthcare,31,Hybrid,30,5
EMP4522,Designer,Healthcare,28,Hybrid,51,3
EMP4523,Software Engineer,Consulting,25,Remote,59,12
EMP4524,Project Manager,Manufacturing,21,Remote,42,5
EMP4525,Marketing,Finance,16,Onsite,24,13
EMP4526,Designer,Retail,8,Hybrid,52,3
EMP4527,Data Scientist,Consulting,20,Onsite,27,1
EMP4528,Sales,Manufacturing,24,Remote,46,8
EMP4529,Marketing,IT,12,Hybrid,25,14
EMP4530,Designer,Manufacturing,28,Remote,38,15
EMP4531,Designer,IT,13,Hybrid,50,15
EMP4532,Project Manager,Healthcare,5,Onsite,40,5
EMP4533,Software Engineer,IT,17,Remote,45,14
EMP4534,Sales,Healthcare,7,Hybrid,48,7
EMP4535,HR,Consulting,10,Hybrid,43,2
EMP4536,Software Engineer,Education,31,Hybrid,57,1
EMP4537,Software Engineer,Healthcare,1,Onsite,20,12
EMP4538,Marketing,IT,31,Remote,20,1
EMP4539,Marketing,Healthcare,35,Hybrid,40,4
EMP4540,Data Scientist,IT,32,Remote,45,15
EMP4541,Software Engineer,Retail,32,Onsite,54,15
EMP4542,HR,Healthcare,5,Onsite,39,13
EMP4543,Marketing,Education,18,Onsite,51,9
EMP4544,Software Engineer,Education,5,Hybrid,35,3
EMP4545,Data Scientist,IT,27,Onsite,48,5
EMP4546,Project Manager,IT,12,Remote,49,9
EMP4547,Designer,Retail,35,Onsite,47,15
EMP4548,HR,Healthcare,29,Hybrid,36,9
EMP4549,Designer,Healthcare,17,Hybrid,58,10
EMP4550,Data Scientist,Education,18,Onsite,42,3
EMP4551,Data Scientist,Healthcare,21,Onsite,48,1
EMP4552,Data Scientist,Healthcare,27,Onsite,56,2
EMP4553,Data Scientist,Consulting,3,Remote,58,11
EMP4554,Marketing,Healthcare,14,Onsite,49,11
EMP4555,Designer,Consulting,10,Hybrid,25,4
EMP4556,Designer,Finance,27,Remote,48,15
EMP4557,Software Engineer,Consulting,30,Hybrid,20,14
EMP4558,Project Manager,Retail,26,Onsite,39,15
EMP4559,Software Engineer,Finance,18,Hybrid,43,4
EMP4560,Data Scientist,Finance,7,Hybrid,60,10
EMP4561,Software Engineer,Retail,26,Onsite,43,2
EMP4562,Marketing,Manufacturing,3,Remote,51,10
EMP4563,Software Engineer,Healthcare,30,Hybrid,59,5
EMP4564,Data Scientist,IT,28,Hybrid,56,10
EMP4565,HR,Finance,27,Remote,39,0
EMP4566,Marketing,Education,27,Remote,23,1
EMP4567,Designer,Consulting,25,Hybrid,50,7
EMP4568,Marketing,Manufacturing,17,Remote,33,1
EMP4569,Marketing,IT,32,Hybrid,50,8
EMP4570,Software Engineer,Retail,22,Onsite,33,3
EMP4571,Sales,Manufacturing,27,Hybrid,45,0
EMP4572,Software Engineer,IT,32,Hybrid,53,2
EMP4573,Project Manager,Consulting,35,Onsite,51,2
EMP4574,Data Scientist,IT,14,Onsite,24,8
EMP4575,Software Engineer,Retail,9,Onsite,34,15
EMP4576,Designer,Healthcare,23,Onsite,25,9
EMP4577,HR,Finance,13,Remote,45,11
EMP4578,Data Scientist,Consulting,34,Remote,48,7
EMP4579,Sales,Manufacturing,22,Hybrid,49,2
EMP4580,Data Scientist,Education,6,Remote,27,5
EMP4581,Software Engineer,Consulting,9,Onsite,58,15
EMP4582,Project Manager,Manufacturing,25,Remote,55,9
EMP4583,Designer,Finance,34,Onsite,28,15
EMP4584,Designer,Retail,22,Remote,51,7
EMP4585,Sales,Manufacturing,13,Onsite,41,12
EMP4586,Data Scientist,IT,3,Hybrid,20,5
EMP4587,Marketing,Healthcare,26,Onsite,21,8
EMP4588,Data Scientist,IT,12,Hybrid,23,9
EMP4589,Software Engineer,Consulting,28,Remote,24,12
EMP4590,Sales,IT,2,Onsite,36,14
EMP4591,HR,Manufacturing,24,Hybrid,35,9
EMP4592,Sales,Retail,20,Onsite,23,0
EMP4593,Data Scientist,Healthcare,31,Onsite,39,14
EMP4594,Project Manager,Education,21,Hybrid,42,13
EMP4595,Software Engineer,Finance,15,Onsite,29,13
EMP4596,HR,Education,32,Remote,20,8
EMP4597,Designer,Education,10,Onsite,24,13
EMP4598,Designer,Healthcare,32,Hybrid,27,7
EMP4599,Sales,Healthcare,6,Hybrid,55,11
EMP4600,Data Scientist,Retail,26,Onsite,48,10
EMP4601,Designer,IT,16,Hybrid,20,12
EMP4602,Project Manager,Healthcare,35,Hybrid,41,7
EMP4603,Project Manager,Finance,22,Remote,41,15
EMP4604,Sales,IT,7,Remote,36,5
EMP4605,Data Scientist,Consulting,25,Hybrid,23,10
EMP4606,Sales,Education,26,Onsite,23,8
EMP4607,Software Engineer,Retail,3,Onsite,23,15
EMP4608,Sales,Retail,19,Remote,48,1
EMP4609,Project Manager,Retail,17,Onsite,36,4
EMP4610,Project Manager,Education,31,Hybrid,32,12
EMP4611,Marketing,Education,22,Remote,37,2
EMP4612,Software Engineer,Consulting,8,Remote,49,0
EMP4613,Marketing,Manufacturing,7,Remote,50,12
EMP4614,Marketing,Education,25,Onsite,35,12
EMP4615,Designer,Retail,2,Onsite,24,0
EMP4616,Designer,Retail,20,Remote,45,11
EMP4617,Sales,IT,22,Hybrid,55,8
EMP4618,Designer,Education,21,Remote,28,2
EMP4619,Sales,Consulting,25,Onsite,36,10
EMP4620,Marketing,Consulting,7,Hybrid,20,9
EMP4621,Software Engineer,Finance,22,Hybrid,39,7
EMP4622,Designer,Consulting,2,Onsite,33,6
EMP4623,HR,IT,18,Onsite,21,3
EMP4624,Designer,Retail,25,Hybrid,22,8
EMP4625,HR,Retail,6,Remote,44,0
EMP4626,HR,Manufacturing,14,Remote,39,12
EMP4627,Designer,Retail,24,Onsite,36,11
EMP4628,HR,IT,11,Hybrid,33,14
EMP4629,Project Manager,Finance,29,Remote,50,9
EMP4630,Marketing,Manufacturing,14,Onsite,29,5
EMP4631,Designer,Retail,6,Onsite,20,6
EMP4632,Data Scientist,Consulting,34,Hybrid,31,5
EMP4633,Data Scientist,Finance,9,Hybrid,32,1
EMP4634,HR,Consulting,22,Onsite,43,10
EMP4635,Sales,Healthcare,3,Remote,35,8
EMP4636,HR,Manufacturing,32,Remote,44,13
EMP4637,Software Engineer,Manufacturing,35,Onsite,22,14
EMP4638,Software Engineer,Retail,9,Onsite,26,9
EMP4639,Data Scientist,Healthcare,28,Hybrid,54,14
EMP4640,Software Engineer,Consulting,24,Hybrid,28,11
EMP4641,HR,Finance,23,Hybrid,55,9
EMP4642,Sales,Consulting,31,Onsite,20,11
EMP4643,HR,Consulting,29,Onsite,32,15
EMP4644,Software Engineer,IT,3,Remote,43,4
EMP4645,Data Scientist,Finance,12,Onsite,58,9
EMP4646,Project Manager,Consulting,8,Onsite,40,5
EMP4647,Data Scientist,Education,14,Remote,33,2
EMP4648,HR,Manufacturing,21,Remote,57,0
EMP4649,Data Scientist,Finance,11,Remote,39,10
EMP4650,Sales,Consulting,1,Onsite,57,4
EMP4651,Designer,IT,16,Onsite,57,3
EMP4652,Project Manager,Retail,32,Remote,34,4
EMP4653,Marketing,Finance,16,Onsite,40,12
EMP4654,Software Engineer,Retail,8,Hybrid,20,7
EMP4655,HR,IT,16,Hybrid,41,2
EMP4656,HR,Finance,14,Hybrid,25,3
EMP4657,Software Engineer,Healthcare,17,Hybrid,28,9
EMP4658,Designer,Manufacturing,32,Hybrid,21,12
EMP4659,Designer,IT,23,Hybrid,48,2
EMP4660,HR,Healthcare,25,Hybrid,33,8
EMP4661,Marketing,Manufacturing,23,Onsite,33,9
EMP4662,Designer,Retail,21,Hybrid,25,8
EMP4663,Sales,Retail,2,Onsite,53,1
EMP4664,HR,IT,8,Hybrid,46,3
EMP4665,Marketing,Retail,23,Remote,26,2
EMP4666,Sales,Healthcare,6,Remote,58,15
EMP4667,Sales,Healthcare,33,Onsite,25,5
EMP4668,HR,Finance,4,Onsite,20,13
EMP4669,Designer,Finance,6,Onsite,35,9
EMP4670,Sales,Manufacturing,27,Remote,30,13
EMP4671,Software Engineer,IT,7,Onsite,33,7
EMP4672,Designer,Healthcare,7,Onsite,37,8
EMP4673,Sales,Education,11,Onsite,22,11
EMP4674,Sales,Finance,32,Hybrid,50,13
EMP4675,HR,Retail,8,Onsite,58,2
EMP4676,Designer,Healthcare,34,Hybrid,55,12
EMP4677,Project Manager,Healthcare,33,Onsite,53,13
EMP4678,Project Manager,IT,26,Onsite,20,4
EMP4679,Data Scientist,Finance,4,Remote,37,14
EMP4680,Project Manager,Manufacturing,18,Remote,60,14
EMP4681,Software Engineer,Education,4,Remote,35,3
EMP4682,Designer,Healthcare,8,Remote,39,5
EMP4683,Data Scientist,IT,20,Hybrid,21,6
EMP4684,Marketing,Finance,18,Onsite,41,7
EMP4685,Designer,Education,5,Onsite,40,14
EMP4686,Sales,Retail,15,Onsite,45,1
EMP4687,Marketing,Retail,20,Hybrid,34,0
EMP4688,Software Engineer,Manufacturing,27,Hybrid,50,3
EMP4689,Marketing,IT,1,Remote,40,2
EMP4690,Project Manager,Finance,34,Hybrid,40,3
EMP4691,Data Scientist,Education,21,Onsite,38,8
EMP4692,HR,Manufacturing,22,Hybrid,20,6
EMP4693,Data Scientist,Healthcare,5,Remote,35,1
EMP4694,HR,Finance,1,Hybrid,43,2
EMP4695,Designer,Finance,17,Remote,38,5
EMP4696,Designer,Manufacturing,17,Remote,41,11
EMP4697,Data Scientist,Manufacturing,21,Remote,31,0
EMP4698,Designer,Healthcare,27,Remote,27,2
EMP4699,Data Scientist,Retail,20,Onsite,52,11
EMP4700,HR,Retail,33,Hybrid,39,12
EMP4701,Project Manager,Education,23,Hybrid,28,9
EMP4702,HR,IT,3,Hybrid,20,1
EMP4703,Data Scientist,Education,2,Remote,33,15
EMP4704,Sales,Education,30,Hybrid,25,2
EMP4705,Marketing,Consulting,25,Remote,44,3
EMP4706,Project Manager,Education,19,Hybrid,49,9
EMP4707,HR,Retail,21,Onsite,22,14
EMP4708,Project Manager,Manufacturing,5,Hybrid,33,0
EMP4709,Sales,IT,4,Hybrid,46,2
EMP4710,Marketing,Finance,32,Onsite,34,6
EMP4711,Sales,Education,32,Onsite,35,6
EMP4712,Marketing,Manufacturing,12,Remote,43,14
EMP4713,Data Scientist,Manufacturing,24,Remote,56,8
EMP4714,HR,IT,27,Remote,36,3
EMP4715,Software Engineer,Finance,2,Hybrid,52,6
EMP4716,Marketing,Manufacturing,4,Remote,31,7
EMP4717,Software Engineer,Education,20,Hybrid,45,10
EMP4718,Data Scientist,Manufacturing,33,Remote,53,14
EMP4719,Sales,Manufacturing,19,Hybrid,49,5
EMP4720,Project Manager,Finance,29,Onsite,60,5
EMP4721,Software Engineer,Consulting,12,Remote,24,1
EMP4722,Project Manager,Consulting,26,Onsite,58,10
EMP4723,Designer,Retail,18,Onsite,30,2
EMP4724,Sales,Consulting,14,Hybrid,40,12
EMP4725,Marketing,Consulting,22,Hybrid,31,14
EMP4726,Designer,Finance,14,Remote,28,8
EMP4727,Data Scientist,Finance,21,Onsite,21,12
EMP4728,Software Engineer,Consulting,31,Remote,20,7
EMP4729,Sales,Healthcare,19,Hybrid,34,10
EMP4730,Software Engineer,Consulting,22,Onsite,40,15
EMP4731,Data Scientist,Manufacturing,15,Hybrid,24,11
EMP4732,Designer,Consulting,25,Onsite,43,5
EMP4733,Software Engineer,Consulting,19,Remote,27,12
EMP4734,HR,Finance,13,Onsite,31,0
EMP4735,Data Scientist,Consulting,7,Onsite,46,2
EMP4736,Designer,IT,14,Hybrid,56,7
EMP4737,HR,Finance,10,Remote,20,15
EMP4738,Designer,Consulting,16,Remote,23,11
EMP4739,Project Manager,Manufacturing,27,Hybrid,54,0
EMP4740,Sales,Education,23,Onsite,54,5
EMP4741,Software Engineer,Education,21,Hybrid,59,1
EMP4742,Project Manager,Consulting,32,Onsite,21,12
EMP4743,Project Manager,Education,15,Hybrid,40,11
EMP4744,Project Manager,Retail,7,Onsite,25,6
EMP4745,Sales,Healthcare,34,Onsite,30,4
EMP4746,Designer,Education,4,Onsite,58,9
EMP4747,Project Manager,Education,23,Remote,27,14
EMP4748,Software Engineer,Manufacturing,22,Hybrid,20,8
EMP4749,Marketing,Retail,32,Hybrid,47,11
EMP4750,HR,Consulting,13,Onsite,24,13
EMP4751,Marketing,Finance,21,Onsite,37,6
EMP4752,HR,Manufacturing,10,Onsite,52,2
EMP4753,HR,Consulting,7,Remote,53,6
EMP4754,HR,Healthcare,19,Remote,48,15
EMP4755,Marketing,IT,27,Hybrid,29,4
EMP4756,Project Manager,Manufacturing,5,Remote,26,12
EMP4757,Marketing,Retail,29,Onsite,35,15
EMP4758,Software Engineer,IT,2,Remote,50,8
EMP4759,Sales,Finance,22,Onsite,56,0
EMP4760,HR,Manufacturing,30,Onsite,58,5
EMP4761,Software Engineer,Healthcare,15,Onsite,42,11
EMP4762,HR,Finance,22,Remote,26,1
EMP4763,HR,Manufacturing,10,Hybrid,43,2
EMP4764,Project Manager,Finance,29,Hybrid,34,6
EMP4765,Project Manager,Retail,18,Onsite,21,1
EMP4766,Project Manager,Education,14,Hybrid,44,12
EMP4767,Software Engineer,Manufacturing,23,Hybrid,38,14
EMP4768,Data Scientist,Education,6,Remote,32,4
EMP4769,Project Manager,Consulting,13,Remote,53,11
EMP4770,Data Scientist,IT,27,Remote,28,11
EMP4771,Project Manager,Manufacturing,19,Hybrid,40,3
EMP4772,HR,IT,1,Onsite,47,15
EMP4773,Designer,Manufacturing,4,Hybrid,48,15
EMP4774,HR,Finance,30,Remote,28,13
EMP4775,Sales,Retail,21,Remote,28,15
EMP4776,Software Engineer,Consulting,34,Onsite,39,4
EMP4777,Designer,Finance,35,Hybrid,39,12
EMP4778,Sales,IT,15,Remote,52,5
EMP4779,Data Scientist,IT,29,Hybrid,48,10
EMP4780,HR,Education,32,Hybrid,24,2
EMP4781,Data Scientist,Manufacturing,29,Onsite,48,10
EMP4782,Project Manager,Healthcare,33,Hybrid,24,11
EMP4783,Project Manager,Education,23,Remote,45,14
EMP4784,Sales,IT,8,Onsite,23,10
EMP4785,HR,Education,1,Remote,52,8
EMP4786,HR,Retail,11,Onsite,60,6
EMP4787,Software Engineer,Education,20,Hybrid,31,2
EMP4788,Data Scientist,Manufacturing,7,Remote,25,1
EMP4789,Project Manager,IT,33,Remote,31,2
EMP4790,Data Scientist,Consulting,25,Remote,30,12
EMP4791,Designer,Manufacturing,5,Hybrid,46,14
EMP4792,Project Manager,IT,16,Onsite,49,13
EMP4793,Designer,Education,34,Hybrid,46,15
EMP4794,Marketing,Finance,2,Hybrid,37,2
EMP4795,Sales,Education,25,Hybrid,50,4
EMP4796,Project Manager,Finance,22,Remote,37,12
EMP4797,Project Manager,IT,3,Remote,51,1
EMP4798,Software Engineer,Retail,31,Onsite,32,0
EMP4799,HR,IT,16,Remote,44,9
EMP4800,Software Engineer,Consulting,14,Remote,31,0
EMP4801,Data Scientist,Manufacturing,30,Hybrid,51,7
EMP4802,Marketing,Consulting,3,Remote,55,10
EMP4803,Marketing,Manufacturing,5,Hybrid,47,10
EMP4804,Project Manager,Retail,10,Hybrid,21,3
EMP4805,Designer,Manufacturing,35,Onsite,30,0
EMP4806,Designer,Healthcare,30,Onsite,32,3
EMP4807,Software Engineer,Finance,9,Remote,21,0
EMP4808,Project Manager,Finance,18,Hybrid,57,14
EMP4809,Marketing,Healthcare,30,Hybrid,46,6
EMP4810,Marketing,Retail,18,Onsite,43,14
EMP4811,Project Manager,Education,4,Remote,53,12
EMP4812,Sales,Healthcare,20,Onsite,32,15
EMP4813,HR,Manufacturing,5,Remote,33,9
EMP4814,Marketing,Retail,5,Remote,30,14
EMP4815,Sales,Consulting,19,Hybrid,24,8
EMP4816,Data Scientist,Consulting,13,Remote,30,1
EMP4817,Designer,Manufacturing,8,Remote,58,14
EMP4818,Data Scientist,IT,1,Onsite,58,10
EMP4819,Marketing,Retail,32,Onsite,46,7
EMP4820,HR,Finance,22,Onsite,33,13
EMP4821,Marketing,IT,10,Onsite,37,5
EMP4822,Marketing,Finance,1,Remote,49,5
EMP4823,Software Engineer,Consulting,4,Onsite,47,8
